iso3,age,subject,value,year,subject_label
ISL,Y10,MATH,14.28503,2023,Mathematics
GRC,Y6,READ,30.0,2023,"Reading, writing and literature"
ROU,Y14,READ,13.33333,2023,"Reading, writing and literature"
IRL,Y7,NSCI,4.0,2023,Natural sciences
ISR,Y14,SLAN,11.11111,2023,Second language
ESP,Y8,MATH,18.7317,2023,Mathematics
SVK,Y7,PHED,8.69565,2023,Physical education and health
TUR,Y17,ARTS,4.69072,2023,Arts
BFR,Y15,PHED,7.14286,2023,Physical education and health
CHL,Y14,NSCI,14.55848,2023,Natural sciences
DNK,Y8,ARTS,13.18681,2023,Arts
OECD,Y10,SLAN,10.51392,2023,Second language
HUN,Y15,NSCI,20.58824,2023,Natural sciences
ESP,Y12,SLAN,11.40164,2023,Second language
BGR,Y12,SLAN,9.37478,2023,Second language
CRI,Y6,NSCI,13.95349,2023,Natural sciences
FRA,Y13,SSCI,11.15702,2023,Social sciences
CRI,Y11,SSCI,9.30233,2023,Social sciences
EST,Y10,SSCI,7.22892,2023,Social sciences
SVK,Y14,READ,16.66667,2023,"Reading, writing and literature"
ROU,Y14,MATH,13.33333,2023,Mathematics
JPN,Y6,PHED,11.11353,2023,Physical education and health
NOR,Y15,ARTS,8.73379,2023,Arts
DNK,Y15,SSCI,10.0,2023,Social sciences
EU25,Y11,NSCI,8.51913,2023,Natural sciences
FIN,Y14,NSCI,16.47059,2023,Natural sciences
HRV,Y7,READ,27.77778,2023,"Reading, writing and literature"
GRC,Y6,MATH,16.66667,2023,Mathematics
AUT,Y10,MATH,13.7931,2023,Mathematics
HUN,Y8,MATH,16.66667,2023,Mathematics
JPN,Y14,SLAN,13.11475,2023,Second language
CRI,Y6,SLAN,11.62791,2023,Second language
CRI,Y8,MATH,18.60465,2023,Mathematics
TUR,Y12,SSCI,8.54457,2023,Social sciences
FRA,Y11,PHED,15.06276,2023,Physical education and health
FIN,Y12,PHED,8.76623,2023,Physical education and health
CRI,Y12,SLAN,7.14286,2023,Second language
NOR,Y6,READ,29.85068,2023,"Reading, writing and literature"
OECD,Y9,ARTS,11.57049,2023,Arts
ISL,Y13,ARTS,7.65766,2023,Arts
LTU,Y8,ARTS,17.14763,2023,Arts
CHL,Y7,SSCI,8.79874,2023,Social sciences
GRC,Y9,ARTS,10.00383,2023,Arts
JPN,Y12,PHED,9.83607,2023,Physical education and health
LTU,Y12,NSCI,6.66351,2023,Natural sciences
NOR,Y9,ARTS,13.96116,2023,Arts
AUT,Y13,ARTS,9.33329,2023,Arts
GRC,Y12,MATH,12.12121,2023,Mathematics
GRC,Y10,SLAN,9.6846,2023,Second language
SVN,Y7,SSCI,4.96977,2023,Social sciences
OECD,Y13,NSCI,13.27887,2023,Natural sciences
LVA,Y10,MATH,18.82353,2023,Mathematics
ISL,Y10,READ,16.18971,2023,"Reading, writing and literature"
BGR,Y11,SSCI,12.50017,2023,Social sciences
SVN,Y6,PHED,16.77448,2023,Physical education and health
FRA,Y7,SLAN,6.25,2023,Second language
LVA,Y13,ARTS,6.93069,2023,Arts
NOR,Y10,SLAN,10.58917,2023,Second language
CRI,Y8,READ,23.25581,2023,"Reading, writing and literature"
BGR,Y8,ARTS,15.21673,2023,Arts
NOR,Y12,MATH,15.23355,2023,Mathematics
DEU,Y13,MATH,11.7834,2022,Mathematics
NOR,Y6,MATH,17.95529,2023,Mathematics
IRL,Y11,PHED,4.0,2023,Physical education and health
GRC,Y13,SLAN,6.06081,2023,Second language
AUT,Y13,MATH,10.22307,2023,Mathematics
ROU,Y10,PHED,14.28571,2023,Physical education and health
CZE,Y6,NSCI,11.00917,2023,Natural sciences
HRV,Y13,PHED,7.69231,2023,Physical education and health
AUT,Y10,READ,13.7931,2023,"Reading, writing and literature"
GRC,Y12,READ,27.27273,2023,"Reading, writing and literature"
CZE,Y12,NSCI,17.21311,2023,Natural sciences
CRI,Y12,NSCI,11.90476,2023,Natural sciences
LVA,Y13,MATH,14.85149,2023,Mathematics
PRT,Y15,PHED,9.80392,2023,Physical education and health
LTU,Y11,SSCI,8.67283,2023,Social sciences
LVA,Y10,READ,21.17647,2023,"Reading, writing and literature"
SVN,Y14,SLAN,9.88671,2023,Second language
BFR,Y9,PHED,7.14286,2023,Physical education and health
BGR,Y8,MATH,15.21673,2023,Mathematics
NOR,Y15,READ,15.17925,2023,"Reading, writing and literature"
EST,Y9,PHED,11.76471,2023,Physical education and health
HRV,Y8,SLAN,11.11111,2023,Second language
CHL,Y13,MATH,16.04092,2023,Mathematics
EU25,Y11,SLAN,11.66405,2023,Second language
SVK,Y14,ARTS,3.33333,2023,Arts
TUR,Y8,PHED,16.66667,2023,Physical education and health
HRV,Y7,ARTS,11.11111,2023,Arts
OECD,Y9,MATH,16.29326,2023,Mathematics
CZE,Y11,SSCI,9.01639,2023,Social sciences
OECD,Y12,READ,16.01241,2023,"Reading, writing and literature"
SVN,Y12,PHED,9.15657,2023,Physical education and health
BGR,Y12,NSCI,7.81278,2023,Natural sciences
ISR,Y14,NSCI,12.96296,2023,Natural sciences
LVA,Y14,SSCI,14.85149,2023,Social sciences
SVN,Y14,NSCI,21.31823,2023,Natural sciences
TUR,Y11,MATH,14.23285,2023,Mathematics
ESP,Y12,NSCI,9.79265,2023,Natural sciences
POL,Y10,SSCI,4.16667,2023,Social sciences
CZE,Y12,SLAN,9.83607,2023,Second language
ROU,Y12,OLAN,7.40741,2023,Other languages
ROU,Y8,NSCI,5.0,2023,Natural sciences
NOR,Y6,ARTS,13.96116,2023,Arts
LUX,Y12,SSCI,13.33333,2023,Social sciences
DNK,Y11,SSCI,5.35714,2023,Social sciences
GRC,Y13,NSCI,18.18244,2023,Natural sciences
NOR,Y9,READ,29.85068,2023,"Reading, writing and literature"
ISL,Y14,SSCI,8.10811,2023,Social sciences
LTU,Y9,SSCI,4.1038,2023,Social sciences
CHL,Y16,MATH,7.29316,2023,Mathematics
NOR,Y10,NSCI,8.31343,2023,Natural sciences
DNK,Y12,NSCI,5.35714,2023,Natural sciences
DNK,Y9,SSCI,3.2967,2023,Social sciences
CRI,Y8,ARTS,4.65116,2023,Arts
FIN,Y16,READ,8.0,2023,"Reading, writing and literature"
OECD,Y13,SLAN,9.46506,2023,Second language
LTU,Y12,SLAN,9.99527,2023,Second language
LTU,Y8,MATH,19.29109,2023,Mathematics
FIN,Y14,SLAN,8.23529,2023,Second language
PRT,Y12,PHED,10.0,2023,Physical education and health
ISL,Y14,NSCI,8.10811,2023,Natural sciences
ROU,Y8,SLAN,5.0,2023,Second language
LTU,Y9,NSCI,4.1038,2023,Natural sciences
GRC,Y9,MATH,13.33844,2023,Mathematics
IRL,Y12,READ,8.60585,2023,"Reading, writing and literature"
NOR,Y11,ARTS,15.1672,2023,Arts
CRI,Y15,SSCI,15.90909,2023,Social sciences
CHL,Y10,MATH,16.19706,2023,Mathematics
LVA,Y10,ARTS,11.76471,2023,Arts
TUR,Y14,OLAN,5.0,2023,Other languages
AUT,Y10,ARTS,13.7931,2023,Arts
EU25,Y9,SLAN,9.03138,2023,Second language
NOR,Y7,SLAN,4.4247,2023,Second language
ISR,Y7,NSCI,8.45355,2023,Natural sciences
LTU,Y16,OLAN,5.75389,2023,Other languages
JPN,Y9,PHED,9.59781,2023,Physical education and health
OECD,Y14,OLAN,5.45236,2023,Other languages
BFR,Y11,PHED,7.14286,2023,Physical education and health
IRL,Y9,ARTS,12.0,2023,Arts
FRA,Y12,READ,16.94561,2023,"Reading, writing and literature"
BGR,Y9,NSCI,3.70319,2023,Natural sciences
SVN,Y13,MATH,13.26989,2023,Mathematics
ISL,Y7,MATH,16.66736,2023,Mathematics
TUR,Y11,READ,17.07942,2023,"Reading, writing and literature"
LTU,Y15,SSCI,16.50421,2023,Social sciences
LUX,Y11,READ,25.0,2023,"Reading, writing and literature"
DEU,Y10,READ,15.29596,2022,"Reading, writing and literature"
BFR,Y13,SSCI,13.33333,2023,Social sciences
IRL,Y10,SLAN,14.0,2023,Second language
IRL,Y12,MATH,8.60585,2023,Mathematics
DNK,Y8,MATH,16.48352,2023,Mathematics
FRA,Y12,MATH,13.17992,2023,Mathematics
JPN,Y10,SSCI,9.14077,2023,Social sciences
OECD,Y15,READ,12.46095,2023,"Reading, writing and literature"
NOR,Y13,SLAN,8.46682,2023,Second language
EU25,Y15,NSCI,14.28131,2023,Natural sciences
CHL,Y16,ARTS,1.21553,2023,Arts
BGR,Y15,SSCI,15.875,2023,Social sciences
DEU,Y10,MATH,14.31262,2022,Mathematics
NOR,Y12,ARTS,15.1672,2023,Arts
ROU,Y17,SLAN,7.14286,2023,Second language
HUN,Y8,ARTS,16.66667,2023,Arts
KOR,Y14,MATH,11.11111,2023,Mathematics
DNK,Y13,OLAN,7.5,2023,Other languages
KOR,Y10,ARTS,12.5,2023,Arts
HRV,Y10,READ,27.77778,2023,"Reading, writing and literature"
BGR,Y15,SLAN,12.5,2023,Second language
GRC,Y14,OLAN,5.88235,2023,Other languages
OECD,Y11,ARTS,9.37312,2023,Arts
LUX,Y15,SSCI,13.33333,2023,Social sciences
CRI,Y9,NSCI,13.95349,2023,Natural sciences
EU25,Y7,PHED,10.3309,2023,Physical education and health
OECD,Y7,SLAN,4.03585,2023,Second language
POL,Y13,MATH,12.39062,2023,Mathematics
HUN,Y12,NSCI,13.33333,2023,Natural sciences
PRT,Y13,MATH,13.32,2023,Mathematics
KOR,Y14,READ,13.13131,2023,"Reading, writing and literature"
JPN,Y13,MATH,9.83607,2023,Mathematics
EST,Y14,NSCI,21.2766,2023,Natural sciences
POL,Y13,SSCI,12.39062,2023,Social sciences
TUR,Y9,SSCI,16.66667,2023,Social sciences
HRV,Y10,MATH,22.22222,2023,Mathematics
ISL,Y7,SSCI,12.08384,2023,Social sciences
ROU,Y16,PHED,5.46848,2023,Physical education and health
OECD,Y15,MATH,12.03053,2023,Mathematics
DEU,Y7,SSCI,5.4164,2022,Social sciences
DEU,Y6,PHED,11.26349,2022,Physical education and health
FRA,Y15,PHED,7.14286,2023,Physical education and health
ESP,Y8,ARTS,8.98115,2023,Arts
SVN,Y7,NSCI,6.67586,2023,Natural sciences
HRV,Y7,MATH,22.22222,2023,Mathematics
DNK,Y9,SLAN,6.59341,2023,Second language
ISR,Y13,READ,33.93047,2023,"Reading, writing and literature"
SVK,Y11,NSCI,10.34483,2023,Natural sciences
ESP,Y6,SLAN,10.77204,2023,Second language
FIN,Y16,MATH,8.0,2023,Mathematics
GRC,Y6,ARTS,13.33333,2023,Arts
IRL,Y6,ARTS,12.0,2023,Arts
CRI,Y14,PHED,4.7619,2023,Physical education and health
OECD,Y12,MATH,12.9241,2023,Mathematics
BGR,Y11,NSCI,7.81278,2023,Natural sciences
DEU,Y13,READ,12.19938,2022,"Reading, writing and literature"
SVN,Y10,SSCI,10.65975,2023,Social sciences
EST,Y7,SSCI,2.94118,2023,Social sciences
ROU,Y15,OLAN,8.32463,2023,Other languages
LVA,Y14,SLAN,14.85149,2023,Second language
EST,Y13,READ,12.76596,2023,"Reading, writing and literature"
ITA,Y11,ARTS,13.33333,2023,Arts
FIN,Y13,ARTS,7.05882,2023,Arts
ROU,Y7,PHED,10.0,2023,Physical education and health
CZE,Y8,ARTS,9.67742,2023,Arts
GRC,Y11,MATH,12.91999,2023,Mathematics
JPN,Y13,SSCI,9.83607,2023,Social sciences
FIN,Y15,PHED,11.76471,2023,Physical education and health
LUX,Y12,NSCI,9.37172,2023,Natural sciences
CRI,Y15,SLAN,11.36364,2023,Second language
LTU,Y15,SLAN,9.3947,2023,Second language
HUN,Y9,SLAN,7.40741,2023,Second language
DEU,Y14,NSCI,13.01985,2022,Natural sciences
LVA,Y12,PHED,10.58824,2023,Physical education and health
NOR,Y15,MATH,11.93745,2023,Mathematics
TUR,Y6,SSCI,13.33333,2023,Social sciences
BGR,Y14,PHED,6.20347,2023,Physical education and health
CHL,Y13,READ,16.04092,2023,"Reading, writing and literature"
PRT,Y16,READ,11.76471,2023,"Reading, writing and literature"
LTU,Y12,SSCI,14.2275,2023,Social sciences
FIN,Y14,SSCI,8.23529,2023,Social sciences
GRC,Y7,SLAN,6.6705,2023,Second language
EU25,Y13,OLAN,5.83253,2023,Other languages
FIN,Y17,OLAN,6.66667,2023,Other languages
BFR,Y14,SLAN,14.28571,2023,Second language
LTU,Y8,READ,31.97668,2023,"Reading, writing and literature"
AUT,Y12,PHED,9.41708,2023,Physical education and health
GRC,Y8,PHED,10.00767,2023,Physical education and health
IRL,Y7,SLAN,14.0,2023,Second language
ISL,Y13,READ,14.18919,2023,"Reading, writing and literature"
POL,Y14,SLAN,9.59003,2023,Second language
SVN,Y9,PHED,14.20744,2023,Physical education and health
LTU,Y14,PHED,9.67299,2023,Physical education and health
OECD,Y8,PHED,9.94057,2023,Physical education and health
CHL,Y6,PHED,10.30041,2023,Physical education and health
FRA,Y6,ARTS,8.33333,2023,Arts
EU25,Y8,SSCI,3.80561,2023,Social sciences
PRT,Y11,PHED,9.67867,2023,Physical education and health
KOR,Y8,SLAN,6.89655,2023,Second language
TUR,Y16,SLAN,9.94949,2023,Second language
DEU,Y7,MATH,21.77438,2022,Mathematics
TUR,Y9,MATH,16.66667,2023,Mathematics
BFR,Y12,PHED,10.0,2023,Physical education and health
PRT,Y13,SSCI,15.0,2023,Social sciences
ESP,Y9,SLAN,12.03274,2023,Second language
ITA,Y15,SSCI,14.62008,2023,Social sciences
BGR,Y8,READ,30.4358,2023,"Reading, writing and literature"
POL,Y12,PHED,16.0,2023,Physical education and health
CRI,Y11,SLAN,11.62791,2023,Second language
FRA,Y9,READ,33.33333,2023,"Reading, writing and literature"
IRL,Y9,MATH,16.68,2023,Mathematics
SVN,Y12,ARTS,8.19272,2023,Arts
GRC,Y10,SSCI,9.6846,2023,Social sciences
TUR,Y10,SLAN,8.53971,2023,Second language
TUR,Y12,MATH,14.24096,2023,Mathematics
NOR,Y9,PHED,10.15024,2023,Physical education and health
SVN,Y13,ARTS,8.05672,2023,Arts
POL,Y10,MATH,16.66667,2023,Mathematics
NOR,Y15,PHED,8.50496,2023,Physical education and health
TUR,Y11,SSCI,8.53971,2023,Social sciences
CHL,Y11,PHED,5.39864,2023,Physical education and health
EST,Y12,READ,18.07229,2023,"Reading, writing and literature"
LUX,Y12,SLAN,16.44849,2023,Second language
LVA,Y8,SLAN,8.57143,2023,Second language
AUT,Y8,SLAN,4.16667,2023,Second language
HRV,Y14,ARTS,7.69231,2023,Arts
ISL,Y13,PHED,8.10811,2023,Physical education and health
LTU,Y8,PHED,12.86073,2023,Physical education and health
TUR,Y13,NSCI,11.39926,2023,Natural sciences
ITA,Y15,MATH,14.6529,2023,Mathematics
LUX,Y9,MATH,17.85714,2023,Mathematics
HRV,Y10,PHED,11.11111,2023,Physical education and health
JPN,Y10,READ,15.99634,2023,"Reading, writing and literature"
EST,Y13,ARTS,6.38298,2023,Arts
KOR,Y10,MATH,12.5,2023,Mathematics
ISR,Y10,NSCI,7.9199,2023,Natural sciences
KOR,Y13,ARTS,8.08081,2023,Arts
ISL,Y6,PHED,10.00042,2023,Physical education and health
PRT,Y12,READ,13.32,2023,"Reading, writing and literature"
PRT,Y17,PHED,14.49275,2023,Physical education and health
BFR,Y17,PHED,7.14286,2023,Physical education and health
SVN,Y7,SLAN,7.95467,2023,Second language
OECD,Y11,MATH,14.6609,2023,Mathematics
JPN,Y12,ARTS,8.43091,2023,Arts
BFR,Y12,READ,20.0,2023,"Reading, writing and literature"
CRI,Y11,NSCI,13.95349,2023,Natural sciences
ISL,Y8,SLAN,1.66257,2023,Second language
LTU,Y11,MATH,15.2807,2023,Mathematics
BFR,Y16,READ,14.28571,2023,"Reading, writing and literature"
POL,Y13,ARTS,6.19531,2023,Arts
SVN,Y10,MATH,14.21301,2023,Mathematics
ISR,Y10,MATH,14.93529,2023,Mathematics
BFR,Y13,ARTS,3.33333,2023,Arts
EU25,Y11,SSCI,8.19005,2023,Social sciences
FIN,Y16,SSCI,10.66667,2023,Social sciences
LUX,Y8,READ,25.0,2023,"Reading, writing and literature"
FRA,Y13,SLAN,11.15702,2023,Second language
FRA,Y15,MATH,14.28571,2023,Mathematics
TUR,Y12,NSCI,11.39277,2023,Natural sciences
POL,Y11,PHED,16.0,2023,Physical education and health
LUX,Y8,MATH,17.85714,2023,Mathematics
HRV,Y13,READ,15.38462,2023,"Reading, writing and literature"
CZE,Y9,SLAN,12.09677,2023,Second language
SVK,Y15,SLAN,11.47541,2023,Second language
EU25,Y10,OLAN,0.65439,2023,Other languages
ROU,Y11,NSCI,4.0,2023,Natural sciences
IRL,Y7,SSCI,8.0,2023,Social sciences
EU25,Y8,MATH,16.72416,2023,Mathematics
LUX,Y13,SLAN,12.70505,2023,Second language
CRI,Y12,SSCI,14.28571,2023,Social sciences
FRA,Y14,NSCI,10.8871,2023,Natural sciences
CHL,Y10,ARTS,7.77586,2023,Arts
POL,Y10,NSCI,8.33333,2023,Natural sciences
TUR,Y16,OLAN,5.0,2023,Other languages
FIN,Y11,PHED,9.50704,2023,Physical education and health
LUX,Y9,NSCI,7.14286,2023,Natural sciences
FRA,Y9,ARTS,8.33333,2023,Arts
KOR,Y14,SSCI,15.15152,2023,Social sciences
OECD,Y8,OLAN,0.0,2023,Other languages
KOR,Y8,SSCI,13.7931,2023,Social sciences
ROU,Y9,SLAN,10.0,2023,Second language
FIN,Y10,ARTS,14.78873,2023,Arts
FRA,Y6,PHED,12.5,2023,Physical education and health
DEU,Y11,OLAN,3.18972,2022,Other languages
SVN,Y13,READ,11.61115,2023,"Reading, writing and literature"
EST,Y13,MATH,13.82979,2023,Mathematics
FRA,Y12,PHED,11.29707,2023,Physical education and health
ISR,Y16,READ,10.45017,2023,"Reading, writing and literature"
DEU,Y10,SSCI,10.20931,2022,Social sciences
EU25,Y13,PHED,8.26729,2023,Physical education and health
HRV,Y14,NSCI,23.07692,2023,Natural sciences
TUR,Y8,MATH,16.66667,2023,Mathematics
KOR,Y13,READ,13.13131,2023,"Reading, writing and literature"
SVK,Y8,SLAN,12.0,2023,Second language
ITA,Y12,SLAN,10.0,2023,Second language
HUN,Y11,SLAN,10.71429,2023,Second language
LVA,Y15,PHED,8.91089,2023,Physical education and health
LVA,Y8,NSCI,8.57143,2023,Natural sciences
POL,Y14,SSCI,15.98338,2023,Social sciences
PRT,Y14,SSCI,15.0,2023,Social sciences
OECD,Y10,SSCI,7.98154,2023,Social sciences
HUN,Y15,SSCI,8.82353,2023,Social sciences
ISR,Y10,READ,26.74677,2023,"Reading, writing and literature"
BGR,Y11,MATH,15.62418,2023,Mathematics
CZE,Y9,READ,26.6129,2023,"Reading, writing and literature"
LUX,Y13,NSCI,9.37172,2023,Natural sciences
LVA,Y7,READ,25.71429,2023,"Reading, writing and literature"
NOR,Y13,SSCI,9.49657,2023,Social sciences
FRA,Y14,SLAN,10.8871,2023,Second language
CZE,Y13,OLAN,4.91803,2023,Other languages
SVN,Y13,SSCI,14.92926,2023,Social sciences
EST,Y12,ARTS,8.43373,2023,Arts
FIN,Y7,SLAN,4.54545,2023,Second language
FIN,Y10,NSCI,10.56338,2023,Natural sciences
ISL,Y10,SSCI,14.28503,2023,Social sciences
IRL,Y11,ARTS,12.0,2023,Arts
CHL,Y10,SSCI,10.79804,2023,Social sciences
FRA,Y6,MATH,20.83333,2023,Mathematics
POL,Y12,READ,20.0,2023,"Reading, writing and literature"
BGR,Y8,PHED,8.69494,2023,Physical education and health
LUX,Y9,ARTS,10.71429,2023,Arts
NOR,Y7,NSCI,5.99579,2023,Natural sciences
TUR,Y15,READ,12.80303,2023,"Reading, writing and literature"
DNK,Y15,NSCI,12.5,2023,Natural sciences
ROU,Y7,ARTS,10.0,2023,Arts
SVK,Y13,PHED,6.66667,2023,Physical education and health
HRV,Y13,MATH,15.38462,2023,Mathematics
SVK,Y7,MATH,17.3913,2023,Mathematics
AUT,Y10,SSCI,6.89655,2023,Social sciences
CZE,Y9,NSCI,9.67742,2023,Natural sciences
LVA,Y10,SSCI,8.23529,2023,Social sciences
AUT,Y8,NSCI,12.5,2023,Natural sciences
SVK,Y15,NSCI,13.11475,2023,Natural sciences
EU25,Y12,NSCI,9.82266,2023,Natural sciences
AUT,Y7,READ,30.43478,2023,"Reading, writing and literature"
CHL,Y10,READ,16.19706,2023,"Reading, writing and literature"
BFR,Y16,MATH,7.14286,2023,Mathematics
LUX,Y15,MATH,13.33333,2023,Mathematics
EST,Y7,NSCI,4.41176,2023,Natural sciences
EST,Y7,SLAN,4.41176,2023,Second language
BGR,Y7,PHED,9.0898,2023,Physical education and health
SVK,Y10,ARTS,7.40741,2023,Arts
LTU,Y13,OLAN,5.92433,2023,Other languages
LTU,Y15,NSCI,17.22362,2023,Natural sciences
DEU,Y8,SLAN,7.45025,2022,Second language
KOR,Y11,SLAN,9.375,2023,Second language
LTU,Y14,OLAN,5.92433,2023,Other languages
ROU,Y15,SLAN,8.32463,2023,Second language
PRT,Y7,READ,28.0,2023,"Reading, writing and literature"
POL,Y14,NSCI,15.98338,2023,Natural sciences
ROU,Y17,NSCI,14.64646,2023,Natural sciences
BFR,Y14,NSCI,10.71429,2023,Natural sciences
OECD,Y11,PHED,8.74516,2023,Physical education and health
CRI,Y9,SSCI,9.30233,2023,Social sciences
FRA,Y10,NSCI,8.33333,2023,Natural sciences
HRV,Y14,SSCI,15.38462,2023,Social sciences
GRC,Y14,SLAN,5.88235,2023,Second language
DEU,Y14,SLAN,9.67906,2022,Second language
ESP,Y11,NSCI,7.56511,2023,Natural sciences
BFR,Y7,SLAN,3.57143,2023,Second language
IRL,Y6,READ,20.0,2023,"Reading, writing and literature"
EU25,Y9,OLAN,0.0,2023,Other languages
FIN,Y17,PHED,4.0,2023,Physical education and health
CHL,Y10,NSCI,10.47537,2023,Natural sciences
ROU,Y13,PHED,6.66667,2023,Physical education and health
LVA,Y14,NSCI,13.86139,2023,Natural sciences
ROU,Y14,PHED,6.66667,2023,Physical education and health
LUX,Y12,READ,14.17979,2023,"Reading, writing and literature"
IRL,Y13,MATH,8.60585,2023,Mathematics
ESP,Y11,MATH,18.15912,2023,Mathematics
FIN,Y13,READ,11.76471,2023,"Reading, writing and literature"
HRV,Y8,NSCI,11.11111,2023,Natural sciences
ESP,Y11,SSCI,7.95553,2023,Social sciences
ITA,Y11,READ,33.33333,2023,"Reading, writing and literature"
DEU,Y12,PHED,8.35335,2022,Physical education and health
CZE,Y8,READ,26.6129,2023,"Reading, writing and literature"
DNK,Y13,SLAN,7.5,2023,Second language
FRA,Y10,SSCI,6.25,2023,Social sciences
BFR,Y13,SLAN,13.33333,2023,Second language
BFR,Y15,MATH,17.85714,2023,Mathematics
SVN,Y13,NSCI,19.66851,2023,Natural sciences
TUR,Y15,SLAN,10.0,2023,Second language
HUN,Y14,ARTS,5.88235,2023,Arts
IRL,Y11,READ,20.0,2023,"Reading, writing and literature"
EST,Y13,SSCI,10.6383,2023,Social sciences
EST,Y14,SSCI,10.6383,2023,Social sciences
ISL,Y14,READ,14.18919,2023,"Reading, writing and literature"
ESP,Y6,NSCI,6.70092,2023,Natural sciences
IRL,Y9,PHED,4.0,2023,Physical education and health
ESP,Y8,PHED,10.45924,2023,Physical education and health
CRI,Y9,MATH,18.60465,2023,Mathematics
PRT,Y13,READ,13.32,2023,"Reading, writing and literature"
SVN,Y7,READ,27.84133,2023,"Reading, writing and literature"
OECD,Y12,PHED,8.31972,2023,Physical education and health
NOR,Y9,MATH,17.95529,2023,Mathematics
JPN,Y10,SLAN,6.39854,2023,Second language
ROU,Y10,READ,23.80952,2023,"Reading, writing and literature"
JPN,Y12,MATH,13.11475,2023,Mathematics
EST,Y13,NSCI,21.2766,2023,Natural sciences
KOR,Y7,READ,25.68807,2023,"Reading, writing and literature"
BGR,Y15,NSCI,15.4375,2023,Natural sciences
KOR,Y8,NSCI,10.34483,2023,Natural sciences
KOR,Y10,PHED,9.375,2023,Physical education and health
FIN,Y16,ARTS,4.0,2023,Arts
EU25,Y14,PHED,8.22863,2023,Physical education and health
FIN,Y10,SSCI,7.04225,2023,Social sciences
GRC,Y12,PHED,6.06061,2023,Physical education and health
TUR,Y12,ARTS,5.69638,2023,Arts
EST,Y7,READ,27.94118,2023,"Reading, writing and literature"
DNK,Y12,SLAN,8.03571,2023,Second language
BFR,Y16,SSCI,10.71429,2023,Social sciences
ISR,Y16,SLAN,13.06271,2023,Second language
SVN,Y12,READ,13.49389,2023,"Reading, writing and literature"
BFR,Y16,NSCI,10.71429,2023,Natural sciences
CRI,Y8,SSCI,9.30233,2023,Social sciences
SVN,Y9,MATH,19.1254,2023,Mathematics
NOR,Y11,READ,20.48169,2023,"Reading, writing and literature"
CRI,Y11,READ,23.25581,2023,"Reading, writing and literature"
DNK,Y9,ARTS,13.18681,2023,Arts
NOR,Y13,NSCI,9.49657,2023,Natural sciences
PRT,Y14,NSCI,20.0,2023,Natural sciences
DNK,Y8,READ,36.26374,2023,"Reading, writing and literature"
EU25,Y15,SLAN,10.23642,2023,Second language
HUN,Y9,NSCI,3.7037,2023,Natural sciences
TUR,Y17,READ,12.62887,2023,"Reading, writing and literature"
DEU,Y10,NSCI,9.68382,2022,Natural sciences
ISL,Y11,PHED,8.57102,2023,Physical education and health
LVA,Y7,SLAN,8.57143,2023,Second language
ISR,Y6,MATH,15.94164,2023,Mathematics
ROU,Y7,MATH,15.0,2023,Mathematics
TUR,Y11,NSCI,11.38628,2023,Natural sciences
TUR,Y6,READ,33.33333,2023,"Reading, writing and literature"
JPN,Y7,MATH,17.89732,2023,Mathematics
BFR,Y6,PHED,7.14286,2023,Physical education and health
DEU,Y10,ARTS,12.06014,2022,Arts
BGR,Y9,SLAN,11.1113,2023,Second language
SVK,Y9,SLAN,11.53846,2023,Second language
CHL,Y12,PHED,5.34597,2023,Physical education and health
TUR,Y11,ARTS,5.69314,2023,Arts
DNK,Y15,MATH,12.5,2023,Mathematics
GRC,Y11,PHED,6.46,2023,Physical education and health
ESP,Y15,SLAN,11.76574,2023,Second language
PRT,Y16,SSCI,9.80392,2023,Social sciences
JPN,Y6,ARTS,14.81804,2023,Arts
ISL,Y14,SLAN,18.91892,2023,Second language
AUT,Y6,PHED,13.04348,2023,Physical education and health
LTU,Y9,SLAN,9.88416,2023,Second language
DNK,Y9,NSCI,6.59341,2023,Natural sciences
LUX,Y8,ARTS,10.71429,2023,Arts
CHL,Y16,READ,7.29316,2023,"Reading, writing and literature"
HUN,Y8,READ,20.83333,2023,"Reading, writing and literature"
OECD,Y10,NSCI,8.42068,2023,Natural sciences
ESP,Y14,PHED,6.94144,2023,Physical education and health
HRV,Y14,MATH,15.38462,2023,Mathematics
OECD,Y9,READ,23.85235,2023,"Reading, writing and literature"
BFR,Y13,READ,16.66667,2023,"Reading, writing and literature"
ROU,Y16,OLAN,8.32463,2023,Other languages
CHL,Y14,SLAN,9.4935,2023,Second language
OECD,Y15,ARTS,5.14427,2023,Arts
POL,Y13,READ,15.48827,2023,"Reading, writing and literature"
CZE,Y13,SLAN,9.83607,2023,Second language
NOR,Y12,READ,20.48169,2023,"Reading, writing and literature"
ROU,Y11,SSCI,16.0,2023,Social sciences
CHL,Y6,MATH,17.59669,2023,Mathematics
ITA,Y11,SLAN,10.0,2023,Second language
TUR,Y14,PHED,5.0,2023,Physical education and health
DEU,Y11,PHED,9.60534,2022,Physical education and health
KOR,Y14,NSCI,20.20202,2023,Natural sciences
CHL,Y15,ARTS,4.85713,2023,Arts
HRV,Y13,ARTS,7.69231,2023,Arts
ISL,Y12,PHED,8.57102,2023,Physical education and health
SVN,Y14,SSCI,13.18229,2023,Social sciences
ESP,Y12,SSCI,9.9173,2023,Social sciences
GRC,Y10,NSCI,16.141,2023,Natural sciences
HUN,Y12,SLAN,10.0,2023,Second language
